time,station,SO4,NO3,NH4,Cl,Na,K,Ca,Mg,OC,EC,Al,Si,Fe,Zn,Pb,Mn,Cu,V,Ni,As,Cd,Cr,Co,Se,Ba,Sr,Ti,levoglucosan
2024-01-01,站点B,598.0737644363318,329.1538095294753,221.0078524716418,30.176887249564597,15.65043015938867,21.96772339449364,44.91599497495463,12.466347214291787,252.6314402616036,71.36469015500016,47.8837453637983,165.28548819727735,40.57140105635312,6.660180709720297,2.0578777489910767,3.681819741444868,2.779446424416841,3.0441064669619156,1.1436625311364523,2.1148018095664773,0.360429931622395,0.398064174301679,0.23917274388387258,0.5538209928360637,2.4526793586059457,0.46727494762234306,3.8056286997427127,1.0229155661824514
2024-01-02,站点B,63.71360699986038,60.88307540859822,27.365787314828005,6.485951941034186,3.2229435938218556,5.0006967466272325,11.824594669361655,3.5384847500611105,103.6389369179422,52.94216251720083,13.697445842352252,26.836180511414767,9.709762751050187,2.4907560828322217,1.2482407632643402,1.5325575766004031,1.8913975487839407,0.6841161226698604,0.562617399733101,0.3936486531765017,0.10374383466941749,0.16195025559752763,0.049986518736389506,0.11159677673477841,1.2560313003315098,0.13661620723400683,1.0166925619129916,0.2924865381495505
2024-01-03,站点B,360.23440248923225,217.62724760440702,180.04424719582656,16.115673973347306,9.785433223531045,14.695466931539206,21.414259907708775,7.678475947760316,178.15439768057885,42.70562626263999,19.24392404055761,51.95772637516765,14.144634863131863,3.637367314918396,1.5161001499552695,1.8869065989248934,1.7291110470371447,0.9158567842652345,0.6869311627687361,0.6071657432454337,0.17810295705114518,0.26132252596563565,0.11181579624592188,0.2128765300294244,1.2357367927528642,0.30995437007298365,2.325760338175764,0.5648086689977082
2024-01-04,站点B,89.11761420685501,64.32193607489586,34.556474349637874,6.817899458765957,5.357283081691067,5.874971541891625,26.51442600790159,5.601628968165876,72.75440408784195,37.6995754796284,22.64601379645123,53.83214040810626,12.72662491764128,1.9311340417428333,0.9285995178760985,1.3307340707491884,1.3185283159978758,0.47632920538292595,0.4313440747795542,0.3303123925053052,0.0835178749979846,0.1344202206962508,0.05497358251004178,0.10423059089100307,0.7865544163236702,0.23085206800676292,1.3991175470329429,0.23441109620554101
2024-01-05,站点B,458.3970921831667,258.85971236150266,164.11242439726075,24.709009668403688,7.944014727123544,17.64553054213732,35.16837569664931,10.12681952578035,198.92022957418482,65.68795339223638,39.98440331625453,130.45260688909954,31.942786515742316,4.539491671334288,2.3155037419408324,2.6444582547028874,1.950800720867868,2.3877763007889623,1.2031221116311386,1.7172093410886569,0.34602421474078277,0.461952913171708,0.20720441541511136,0.4248528186000091,1.7203975995099479,0.36739898084227046,3.5137720651756514,1.0541694185051642
2024-01-06,站点B,143.48149721220142,94.42542721410157,44.521891891370764,7.620432229720795,3.8329796815386254,6.469135947821575,14.826998115995506,4.196346578589518,88.36718519455304,45.782563738625285,8.782992075428384,36.700439363998065,10.80056974737521,3.641065203138296,0.7912841348894578,1.5532997756921552,1.52865929992303,0.6596154165862882,0.527087673215301,0.45134740979717747,0.12417589443044931,0.15718579522980605,0.06466521976801724,0.1058438720078854,0.9821416756346252,0.12048147132417054,1.0022863010629075,0.25827789662258716
2024-01-07,站点B,440.33378216466616,243.64129336027443,162.4089756920653,24.20880826338624,10.29880038000961,19.999627033190183,35.50727675128046,9.330879806027458,231.02802799267877,83.9815411424319,50.04122601493578,125.02213930604633,31.602222776064334,5.060839399289977,2.4388647456647794,2.816345883577568,2.8251832209370535,2.0634799398712125,1.4779238502459573,1.638883305229394,0.3127830343383126,0.42054922089693053,0.1590387265552435,0.44538228058258644,2.0520099990250213,0.429737692829134,2.714789918953381,0.908100153325526
2024-01-08,站点B,352.6302380077933,234.05124052904614,122.47297447785749,12.472738057308604,7.274078198014345,11.114886304569648,16.383685681280674,5.95759382095897,132.0984532137205,42.04265053559748,10.574410071768545,29.68334556753188,9.036935291551506,2.5676474292981326,0.919587848546844,1.3915152631421497,1.4990327414117344,0.31855622862629984,0.46784192382133405,0.3370039754911928,0.12381494412532058,0.16974859645812249,0.08570870425188354,0.1288789830065669,1.0488224273578544,0.2188293724867308,1.2396266146214416,0.28389205961202507
2024-01-09,站点B,186.7726061361143,83.32779879583127,41.22470968687016,13.453115692333563,4.898090992311302,6.707840386921845,27.097065354938408,6.263960041571415,81.5696999479955,47.41080357655666,36.5243315872018,108.36317774068645,25.234792482169635,3.01780793911742,1.5146645124760043,2.1385560196532634,1.2130914286124608,1.9321433734619267,0.7178556757167481,1.1849453155287557,0.1870218738524307,0.3567683460495662,0.12767102651786225,0.28142528597560895,1.1116609354722706,0.18701956028235112,1.9407308788293192,0.5826882728428502
2024-01-10,站点B,118.37720438405358,74.22955297286511,38.35847189505906,7.1803834898101115,5.812734803674287,6.715984050200093,33.65488578200932,7.004576363517531,64.13452251709536,33.61832650191352,24.477066431638562,63.07469129867266,17.29580870588535,1.988449208917827,0.7753399259365382,1.5779436271396554,1.395019069007696,0.40071043112557597,0.4850516589449884,0.36936018876921756,0.08109484801364174,0.1278661057068371,0.05028426495895435,0.09025165196143253,0.9309044058228844,0.22353653707661594,1.4988523670317617,0.20236443997291928
