trajectory_id,time,lat,lon,height
0,2024-01-01 00:00:00,39.9,116.4,246.398788362281
0,2024-01-01 01:00:00,39.9878557855808,116.35061116645537,252.77683205606868
0,2024-01-01 02:00:00,40.07660689207833,116.30396829931797,272.9871377521992
0,2024-01-01 03:00:00,40.16343558245141,116.25144133177882,262.48374160863625
0,2024-01-01 04:00:00,40.248155636067416,116.19324398711564,244.00208485369416
0,2024-01-01 05:00:00,40.32064383767325,116.11137718542088,263.0094785016322
0,2024-01-01 06:00:00,40.3973915533337,116.03640095517036,232.531958549315
0,2024-01-01 07:00:00,40.47195332927511,115.95762620671327,217.68382180693155
0,2024-01-01 08:00:00,40.54269886328995,115.87289829382777,174.89140868540676
0,2024-01-01 09:00:00,40.609802576946926,115.78309678661375,186.84581802365892
0,2024-01-01 10:00:00,40.69034019663184,115.7150231837755,194.73047846125095
0,2024-01-01 11:00:00,40.771423746958604,115.64800467451633,184.4217652194019
0,2024-01-01 12:00:00,40.84973867220682,115.57538664435602,203.37056164033467
0,2024-01-01 13:00:00,40.92942328311545,115.50533691326943,190.65936683484188
0,2024-01-01 14:00:00,41.00407970576619,115.42608580124764,187.42425910689147
0,2024-01-01 15:00:00,41.07587096356709,115.34222386536271,187.31370186048895
0,2024-01-01 16:00:00,41.146382069898614,115.25637981911771,195.1006801256114
0,2024-01-01 17:00:00,41.20934161024273,115.1606497304615,216.94052541276483
0,2024-01-01 18:00:00,41.28775026239349,115.0877244901381,240.81331989841118
0,2024-01-01 19:00:00,41.36719008372326,115.01671684411656,258.4485406773834
0,2024-01-01 20:00:00,41.44163543604577,114.93658348438221,226.78265640664563
0,2024-01-01 21:00:00,41.519963924072115,114.86324420655619,216.01982317338644
0,2024-01-01 22:00:00,41.59131386005613,114.77805063567546,198.4079978524443
0,2024-01-01 23:00:00,41.65604083052275,114.68377987897114,201.09657550500475
0,2024-01-02 00:00:00,41.72426080749142,114.59393450270743,218.85154469687188
0,2024-01-02 01:00:00,41.797501265646126,114.51139486808239,233.9515006417666
0,2024-01-02 02:00:00,41.869617370324946,114.4269976868476,221.4819527420674
0,2024-01-02 03:00:00,41.93286219633776,114.33052595053884,243.4748922577638
0,2024-01-02 04:00:00,41.99498633348927,114.23265190326079,235.2672260840378
